Natural Frequency		8.2V		8.3V		8.4V		8.5V		8.6V		8.7V		8.8V		8.9V		9.0V		9.1V		9.2V		9.3V		9.4V		9.5V		9.6V		9.7V		9.8V		9.9V		10.0V		Natural_Freq_w/Motor	
Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage	Time - Voltage	Amplitude - Voltage
0.055	4.76748	0.055	0.137213	0.055	-0.370754	0.055	0.38363	0.055	0.352375	0.055	0.57642	0.055	0.499107	0.055	0.918246	0.055	0.236569	0.055	0.760328	0.055	-1.42419	0.055	-1.59626	0.055	-2.41348	0.055	2.98236	0.055	-4.18214	0.055	-1.41663	0.055	1.46405	0.055	0.855408	0.055	0.380669	0.055	0.765263	0.055	0.162216
0.056	5.04547	0.056	0.172415	0.056	-0.381282	0.056	0.387578	0.056	0.363561	0.056	0.535296	0.056	0.577736	0.056	0.956409	0.056	0.506016	0.056	0.920549	0.056	-1.25476	0.056	-1.43571	0.056	-2.3967	0.056	3.02348	0.056	-3.88769	0.056	-0.504326	0.056	1.06432	0.056	1.21862	0.056	0.817244	0.056	0.999836	0.056	0.222093
0.057	4.00651	0.057	0.269469	0.057	-0.285874	0.057	0.313883	0.057	0.441204	0.057	0.446139	0.057	0.643535	0.057	1.05774	0.057	0.677093	0.057	1.063	0.057	-1.15376	0.057	-1.06592	0.057	-2.32432	0.057	3.09487	0.057	-3.33038	0.057	0.353033	0.057	0.928445	0.057	1.32686	0.057	0.943578	0.057	0.721507	0.057	0.274733
0.058	1.99175	0.058	0.232621	0.058	-0.352002	0.058	0.271443	0.058	0.459298	0.058	0.471471	0.058	0.705386	0.058	1.05182	0.058	0.855408	0.058	1.26369	0.058	-0.914582	0.058	-0.908002	0.058	-2.14897	0.058	3.14587	0.058	-2.85104	0.058	1.19032	0.058	0.702096	0.058	1.00346	0.058	0.724139	0.058	0.977136	0.058	0.31816
0.059	-0.622764	0.059	0.220448	0.059	-0.326669	0.059	0.282957	0.059	0.457982	0.059	0.311251	0.059	0.801782	0.059	0.950816	0.059	0.877121	0.059	1.33771	0.059	-0.698433	0.059	-0.653689	0.059	-1.98282	0.059	2.83069	0.059	-2.27102	0.059	2.19047	0.059	0.492856	0.059	1.05906	0.059	0.928774	0.059	0.727429	0.059	0.35073
0.06	-3.0481	0.06	0.35073	0.06	-0.17599	0.06	0.175705	0.06	0.502068	0.06	0.241833	0.06	0.855737	0.06	0.896861	0.06	0.970556	0.06	1.33903	0.06	-0.510248	0.06	-0.271727	0.06	-1.71601	0.06	2.4859	0.06	-1.57487	0.06	2.94321	0.06	0.0612152	0.06	1.13111	0.06	1.17947	0.06	0.474432	0.06	0.371786
0.061	-4.71017	0.061	0.294801	0.061	-0.210863	0.061	0.125369	0.061	0.455679	0.061	0.202683	0.061	0.78928	0.061	0.885675	0.061	1.1288	0.061	1.31666	0.061	-0.138484	0.061	0.0424625	0.061	-1.36826	0.061	2.15691	0.061	-0.747124	0.061	3.48012	0.061	-0.042089	0.061	0.757038	0.061	0.802111	0.061	0.346124	0.061	0.380998
0.062	-5.13819	0.062	0.281641	0.062	-0.151644	0.062	0.141819	0.062	0.38692	0.062	0.0345667	0.062	0.724797	0.062	0.783029	0.062	1.13867	0.062	1.27455	0.062	0.115499	0.062	0.343492	0.062	-1.00999	0.062	1.73613	0.062	0.00331219	0.062	3.93973	0.062	-0.183557	0.062	0.713282	0.062	0.82185	0.062	0.376721	0.062	0.376392
0.063	-4.26505	0.063	0.331649	0.063	-0.0624867	0.063	0.0306187	0.063	0.33757	0.063	-0.0644606	0.063	0.69124	0.063	0.570828	0.063	1.10248	0.063	1.13176	0.063	0.384288	0.063	0.603727	0.063	-0.556965	0.063	1.1242	0.063	0.707031	0.063	4.42039	0.063	-0.711263	0.063	0.578394	0.063	0.858369	0.063	-0.0114926	0.063	0.359284
0.064	-2.38683	0.064	0.294143	0.064	-0.0328772	0.064	-0.0536038	0.064	0.375076	0.064	-0.196058	0.064	0.653405	0.064	0.489895	0.064	1.0153	0.064	1.0301	0.064	0.553062	0.064	1.02648	0.064	-0.190136	0.064	0.6386	0.064	1.50715	0.064	4.67963	0.064	-0.715869	0.064	0.22308	0.064	0.632678	0.064	-0.130917	0.064	0.330662
0.065	0.0763489	0.065	0.260257	0.065	0.0839158	0.065	-0.104269	0.065	0.249071	0.065	-0.262844	0.065	0.584974	0.065	0.292498	0.065	1.063	0.065	0.983058	0.065	0.924168	0.065	1.23869	0.065	0.176692	0.065	-0.0029387	0.065	2.14178	0.065	4.75267	0.065	-0.922478	0.065	-0.0782784	0.065	0.459956	0.065	-0.0976891	0.065	0.290524
0.066	2.44215	0.066	0.195116	0.066	0.075033	0.066	-0.213824	0.066	0.177021	0.066	-0.288177	0.066	0.479038	0.066	0.109906	0.066	0.899164	0.066	0.800137	0.066	1.04951	0.066	1.39627	0.066	0.700451	0.066	-0.47373	0.066	2.80338	0.066	4.75662	0.066	-1.18205	0.066	-0.00951859	0.066	0.509635	0.066	-0.471756	0.066	0.241175
0.067	4.23516	0.067	0.204986	0.067	0.0924697	0.067	-0.18882	0.067	0.139845	0.067	-0.357266	0.067	0.367838	0.067	-0.103282	0.067	0.702096	0.067	0.487592	0.067	1.1515	0.067	1.56998	0.067	1.16269	0.067	-1.03598	0.067	3.26332	0.067	4.48619	0.067	-1.23107	0.067	-0.31976	0.067	0.0253548	0.067	-0.781668	0.067	0.18393
0.068	4.92572	0.068	0.167151	0.068	0.192813	0.068	-0.232248	0.068	0.0434495	0.068	-0.453003	0.068	0.168467	0.068	-0.286532	0.068	0.667881	0.068	0.262231	0.068	1.36963	0.068	1.73777	0.068	1.48642	0.068	-1.53177	0.068	3.67653	0.068	3.92953	0.068	-1.10112	0.068	-0.730345	0.068	-0.195729	0.068	-0.567164	0.068	0.121092
0.069	4.34505	0.069	0.137871	0.069	0.18722	0.069	-0.304626	0.069	-0.0470239	0.069	-0.505313	0.069	0.0566093	0.069	-0.405957	0.069	0.452061	0.069	0.0421335	0.069	1.48477	0.069	1.73909	0.069	1.73711	0.069	-2.03875	0.069	3.87821	0.069	3.39722	0.069	-1.28996	0.069	-0.796144	0.069	-0.041102	0.069	-0.867865	0.069	0.0543063
0.07	2.60862	0.07	0.0944436	0.07	0.212224	0.07	-0.329301	0.07	-0.128286	0.07	-0.619803	0.07	-0.0828843	0.07	-0.599405	0.07	0.219461	0.07	-0.232577	0.07	1.43904	0.07	1.77232	0.07	2.09572	0.07	-2.44407	0.07	4.08876	0.07	2.80141	0.07	-1.22482	0.07	-0.928399	0.07	-0.446752	0.07	-0.961299	0.07	-0.0131375
0.071	0.16419	0.071	0.0533193	0.071	0.257954	0.071	-0.417801	0.071	-0.237183	0.071	-0.596444	0.071	-0.209876	0.071	-0.711921	0.071	2.22E-05	0.071	-0.458267	0.071	1.47754	0.071	1.76409	0.071	2.19507	0.071	-2.76287	0.071	3.99368	0.071	1.9151	0.071	-1.04519	0.071	-1.20245	0.071	-0.672113	0.071	-0.746466	0.071	-0.0802524
0.072	-2.26148	0.072	-0.00951859	0.072	0.357639	0.072	-0.403983	0.072	-0.268437	0.072	-0.627699	0.072	-0.240144	0.072	-0.836281	0.072	-0.192768	0.072	-0.615526	0.072	1.51373	0.072	1.60288	0.072	2.32535	0.072	-3.01882	0.072	3.70516	0.072	0.88732	0.072	-0.959654	0.072	-1.10046	0.072	-0.632634	0.072	-0.877076	0.072	-0.142761
0.073	-4.10581	0.073	-0.0391281	0.073	0.341518	0.073	-0.411879	0.073	-0.344435	0.073	-0.467808	0.073	-0.411879	0.073	-0.906357	0.073	-0.373386	0.073	-0.848783	0.073	1.33377	0.073	1.46536	0.073	2.34707	0.073	-3.15075	0.073	3.51993	0.073	0.117802	0.073	-0.812594	0.073	-1.02348	0.073	-0.789235	0.073	-1.00341	0.073	-0.199348
0.074	-4.87302	0.074	-0.111178	0.074	0.341847	0.074	-0.380624	0.074	-0.359569	0.074	-0.527027	0.074	-0.585259	0.074	-1.04421	0.074	-0.554004	0.074	-1.01065	0.074	1.11433	0.074	1.20908	0.074	2.37372	0.074	-3.04449	0.074	3.05868	0.074	-0.802395	0.074	-0.470111	0.074	-1.32911	0.074	-1.13994	0.074	-0.584272	0.074	-0.249026
0.075	-4.48975	0.075	-0.0812394	0.075	0.371457	0.075	-0.329959	0.075	-0.41484	0.075	-0.591838	0.075	-0.648425	0.075	-1.01657	0.075	-0.677048	0.075	-1.11	0.075	0.951474	0.075	0.9268	0.075	2.15954	0.075	-3.07673	0.075	2.5346	0.075	-1.60744	0.075	-0.249355	0.075	-0.944191	0.075	-0.833649	0.075	-0.620461	0.075	-0.288506
0.076	-3.00665	0.076	-0.156908	0.076	0.294143	0.076	-0.31647	0.076	-0.508274	0.076	-0.397732	0.076	-0.75173	0.076	-1.01361	0.076	-0.883985	0.076	-1.25706	0.076	0.760328	0.076	0.579052	0.076	1.85259	0.076	-2.84314	0.076	1.85555	0.076	-2.56876	0.076	-0.0226784	0.076	-0.883656	0.076	-0.907344	0.076	-0.573744	0.076	-0.31647
0.077	-0.782655	0.077	-0.184544	0.077	0.295459	0.077	-0.255935	0.077	-0.478993	0.077	-0.348054	0.077	-0.792525	0.077	-0.995185	0.077	-0.948797	0.077	-1.33569	0.077	0.475419	0.077	0.396131	0.077	1.75554	0.077	-2.52961	0.077	1.20908	0.077	-3.20043	0.077	0.27243	0.077	-0.923794	0.077	-1.03565	0.077	-0.1727	0.077	-0.334236
0.078	1.63545	0.078	-0.183557	0.078	0.238543	0.078	-0.233564	0.078	-0.528672	0.078	-0.318444	0.078	-0.779365	0.078	-0.857995	0.078	-1.09355	0.078	-1.33372	0.078	0.269798	0.078	0.0796389	0.078	1.42654	0.078	-2.13285	0.078	0.362574	0.078	-3.87058	0.078	0.629718	0.078	-0.665533	0.078	-0.773443	0.078	-0.124996	0.078	-0.338842
0.079	3.65515	0.079	-0.273372	0.079	0.209921	0.079	-0.212179	0.079	-0.418787	0.079	-0.225997	0.079	-0.732977	0.079	-0.816541	0.079	-1.11461	0.079	-1.25509	0.079	0.0766779	0.079	-0.320418	0.079	1.04129	0.079	-1.7601	0.079	-0.477677	0.079	-4.34795	0.079	0.756709	0.079	-0.243434	0.079	-0.655005	0.079	-0.00392568	0.079	-0.330617
0.08	4.66384	0.08	-0.272714	0.08	0.211566	0.08	-0.167107	0.08	-0.439843	0.08	-0.0937411	0.08	-0.791867	0.08	-0.712908	0.08	-1.22285	0.08	-1.24687	0.08	-0.363187	0.08	-0.590851	0.08	0.568525	0.08	-1.24752	0.08	-1.02907	0.08	-4.55291	0.08	1.02648	0.08	-0.332262	0.08	-0.744492	0.08	0.302697	0.08	-0.310548
0.081	4.46513	0.081	-0.299692	0.081	0.158269	0.081	-0.0924252	0.081	-0.434908	0.081	0.013511	0.081	-0.735609	0.081	-0.629673	0.081	-1.15343	0.081	-1.08204	0.081	-0.589535	0.081	-0.88563	0.081	0.188865	0.081	-0.528343	0.081	-1.95157	0.081	-4.96645	0.081	1.17684	0.081	0.0776649	0.081	-0.217114	0.081	0.378366	0.081	-0.278307
0.082	3.07974	0.082	-0.28061	0.082	0.0441075	0.082	0.0112081	0.082	-0.313509	0.082	0.072072	0.082	-0.578679	0.082	-0.403325	0.082	-0.980709	0.082	-0.99025	0.082	-0.75502	0.082	-1.1962	0.082	-0.272385	0.082	-0.0312322	0.082	-2.49869	0.082	-5.02041	0.082	1.23276	0.082	0.191497	0.082	-0.18586	0.082	0.385275	0.082	-0.235867
0.083	0.947197	0.083	-0.214482	0.083	0.0608862	0.083	0.0210779	0.083	-0.204941	0.083	0.221764	0.083	-0.542818	0.083	-0.215798	0.083	-0.939585	0.083	-0.788248	0.083	-1.07349	0.083	-1.34655	0.083	-0.752717	0.083	0.536283	0.083	-3.11719	0.083	-4.87861	0.083	1.54005	0.083	0.380011	0.083	-0.14638	0.083	0.736641	0.083	-0.184873
0.084	-1.40511	0.084	-0.269424	0.084	-0.0282713	0.084	0.133594	0.084	-0.296073	0.084	0.240517	0.084	-0.505313	0.084	-0.0207044	0.084	-0.870825	0.084	-0.604669	0.084	-1.19488	0.084	-1.55842	0.084	-0.992882	0.084	0.979439	0.084	-3.60871	0.084	-4.38282	0.084	1.5407	0.084	0.589251	0.084	0.00528616	0.084	0.878766	0.084	-0.126312
0.085	-3.40605	0.085	-0.256264	0.085	-0.0526168	0.085	0.220777	0.085	-0.195071	0.085	0.408633	0.085	-0.334894	0.085	0.116815	0.085	-0.749756	0.085	-0.415827	0.085	-1.34589	0.085	-1.68969	0.085	-1.50184	0.085	1.68414	0.085	-4.0614	0.085	-4.06962	0.085	1.34693	0.085	1.14887	0.085	0.434624	0.085	0.73368	0.085	-0.0644606
0.086	-4.55686	0.086	-0.140129	0.086	-0.11381	0.086	0.200051	0.086	-0.0753175	0.086	0.468839	0.086	-0.169081	0.086	0.316515	0.086	-0.521763	0.086	-0.10394	0.086	-1.41696	0.086	-1.75812	0.086	-1.75352	0.086	2.10493	0.086	-4.37953	0.086	-3.56035	0.086	1.33837	0.086	0.928116	0.086	0.390868	0.086	0.878766	0.086	0.00166722
0.087	-4.61082	0.087	-0.167765	0.087	-0.197374	0.087	0.248742	0.087	0.0908247	0.087	0.528058	0.087	-0.0891352	0.087	0.465878	0.087	-0.376347	0.087	0.124711	0.087	-1.48506	0.087	-1.66666	0.087	-2.07034	0.087	2.40563	0.087	-4.43316	0.087	-2.85828	0.087	1.42786	0.087	0.933379	0.087	0.680383	0.087	0.975491	0.087	0.0674661
0.088	-3.48698	0.088	-0.0983471	0.088	-0.190465	0.088	0.300065	0.088	0.0520034	0.088	0.571157	0.088	0.0635182	0.088	0.548456	0.088	-0.166778	0.088	0.344808	0.088	-1.50842	0.088	-1.77885	0.088	-2.10192	0.088	2.75305	0.088	-4.28709	0.088	-1.99006	0.088	1.07879	0.088	1.16729	0.088	0.884688	0.088	0.672816	0.088	0.13162
0.089	-1.50348	0.089	-0.0812394	0.089	-0.307916	0.089	0.385933	0.089	0.194458	0.089	0.584316	0.089	0.260257	0.089	0.695845	0.089	0.103326	0.089	0.477064	0.089	-1.50118	0.089	-1.54987	0.089	-2.36117	0.089	3.02315	0.089	-4.0466	0.089	-1.08467	0.089	0.92976	0.089	1.22915	0.089	0.711308	0.089	0.86791	0.089	0.192155
0.09	0.863304	0.09	-0.0184014	0.09	-0.37536	0.09	0.400408	0.09	0.240846	0.09	0.613926	0.09	0.306645	0.09	0.909363	0.09	0.22966	0.09	0.780397	0.09	-1.30115	0.09	-1.44689	0.09	-2.38946	0.09	3.07151	0.09	-3.72353	0.09	-0.0842003	0.09	0.706373	0.09	1.00971	0.09	0.92976	0.09	0.703083	0.09	0.245781
0.091	2.95275	0.091	0.0628602	0.091	-0.299692	0.091	0.366851	0.091	0.286247	0.091	0.594844	0.091	0.492198	0.091	0.946539	0.091	0.433966	0.091	0.940288	0.091	-1.20048	0.091	-1.21331	0.091	-2.31182	0.091	3.12185	0.091	-3.32544	0.091	0.698148	0.091	0.478051	0.091	1.20052	0.091	1.1923	0.091	0.440217	0.091	0.291511
0.092	4.24043	0.092	0.0585832	0.092	-0.299692	0.092	0.443507	0.092	0.351059	0.092	0.571815	0.092	0.571815	0.092	1.0278	0.092	0.591554	0.092	1.02714	0.092	-0.966563	0.092	-0.976433	0.092	-2.13614	0.092	3.06428	0.092	-2.78458	0.092	1.31337	0.092	0.0585832	0.092	1.02484	0.092	0.835997	0.092	0.32474	0.092	0.326714
0.093	4.43059	0.093	0.103984	0.093	-0.308245	0.093	0.371128	0.093	0.344808	0.093	0.513254	0.093	0.655379	0.093	1.04425	0.093	0.81198	0.093	1.25941	0.093	-0.741202	0.093	-0.656321	0.093	-1.94762	0.093	2.81194	0.093	-2.0121	0.093	2.52802	0.093	-0.0351801	0.093	0.614584	0.093	0.734338	0.093	0.374418	0.093	0.351059
0.094	3.47914	0.094	0.147083	0.094	-0.355292	0.094	0.365206	0.094	0.448113	0.094	0.419819	0.094	0.764934	0.094	1.063	0.094	0.863304	0.094	1.29198	0.094	-0.463531	0.094	-0.348054	0.094	-1.69825	0.094	2.53723	0.094	-1.33142	0.094	3.34392	0.094	-0.184544	0.094	0.688608	0.094	0.968582	0.094	-0.046037	0.094	0.36389
0.095	1.67197	0.095	0.18722	0.095	-0.27403	0.095	0.311909	0.095	0.463575	0.095	0.441862	0.095	0.780726	0.095	0.968911	0.095	0.957725	0.095	1.31896	0.095	-0.279294	0.095	-0.0871613	0.095	-1.34918	0.095	2.1046	0.095	-0.607959	0.095	3.84498	0.095	-0.713566	0.095	0.548127	0.095	0.782042	0.095	-0.190794	0.095	0.364219
0.096	-0.594799	0.096	0.251045	0.096	-0.346738	0.096	0.287892	0.096	0.450745	0.096	0.351388	0.096	0.8383	0.096	0.875147	0.096	1.14953	0.096	1.27981	0.096	-0.00655764	0.096	0.268482	0.096	-1.01789	0.096	1.68711	0.096	0.217159	0.096	4.15653	0.096	-0.719488	0.096	0.0783229	0.096	0.505358	0.096	-0.201651	0.096	0.353033
0.097	-2.71154	0.097	0.25269	0.097	-0.27074	0.097	0.280325	0.097	0.515227	0.097	0.194129	0.097	0.743879	0.097	0.891926	0.097	1.16104	0.097	1.27849	0.097	0.189523	0.097	0.523123	0.097	-0.527027	0.097	1.08899	0.097	0.9495	0.097	4.60594	0.097	-0.936953	0.097	-0.0624867	0.097	0.426728	0.097	-0.519789	0.097	0.329346
0.098	-4.16931	0.098	0.306645	0.098	-0.153947	0.098	0.177021	0.098	0.452061	0.098	0.106945	0.098	0.774475	0.098	0.709334	0.098	1.10215	0.098	1.07485	0.098	0.51128	0.098	0.930418	0.098	-0.158882	0.098	0.581026	0.098	1.68118	0.098	4.7428	0.098	-1.18896	0.098	-0.099663	0.098	0.130304	0.098	-0.680338	0.098	0.295459
0.099	-4.56574	0.099	0.279338	0.099	-0.173687	0.099	0.0868768	0.099	0.434953	0.099	0.0026542	0.099	0.714598	0.099	0.57017	0.099	1.06761	0.099	0.973188	0.099	0.80902	0.099	1.14394	0.099	0.213869	0.099	0.0348957	0.099	2.31746	0.099	4.79544	0.099	-1.23502	0.099	-0.620461	0.099	-0.149999	0.099	-0.598089	0.099	0.251374
0.1	-3.80577	0.1	0.284931	0.1	-0.137168	0.1	0.0875347	0.1	0.335926	0.1	-0.114797	0.1	0.619848	0.1	0.389881	0.1	1.08932	0.1	0.949829	0.1	1.00675	0.1	1.27159	0.1	0.698477	0.1	-0.569467	0.1	2.93926	0.1	4.52567	0.1	-1.09981	0.1	-0.672113	0.1	-0.113481	0.1	-0.919846	0.1	0.199064
0.101	-2.11311	0.101	0.337899	0.101	-0.0947281	0.101	-0.0256393	0.101	0.364877	0.101	-0.21185	0.101	0.628073	0.101	0.204328	0.101	0.860014	0.101	0.708347	0.101	1.15117	0.101	1.55946	0.101	1.17223	0.101	-1.10902	0.101	3.38866	0.101	4.13087	0.101	-1.28865	0.101	-0.76456	0.101	-0.403654	0.101	-0.867865	0.101	0.141161
0.102	0.0849028	0.102	0.303026	0.102	-0.0631447	0.102	-0.0720275	0.102	0.288221	0.102	-0.268437	0.102	0.459298	0.102	0.0210779	0.102	0.765592	0.102	0.480025	0.102	1.36897	0.102	1.72132	0.102	1.48642	0.102	-1.64758	0.102	3.67522	0.102	3.69298	0.102	-1.2314	0.102	-1.02183	0.102	-0.654676	0.102	-0.785616	0.102	0.0783229
0.103	2.1931	0.103	0.289866	0.103	0.00824711	0.103	-0.154934	0.103	0.179653	0.103	-0.383585	0.103	0.359613	0.103	-0.172371	0.103	0.713282	0.103	0.21354	0.103	1.43641	0.103	1.7279	0.103	1.75784	0.103	-2.11607	0.103	3.93973	0.103	3.24917	0.103	-1.04388	0.103	-1.18732	0.103	-0.697775	0.103	-0.891223	0.103	0.01384
0.104	3.73444	0.104	0.255651	0.104	0.0622022	0.104	-0.198361	0.104	0.157282	0.104	-0.45728	0.104	0.190181	0.104	-0.258238	0.104	0.531019	0.104	-0.00918959	0.104	1.47984	0.104	1.70388	0.104	2.09736	0.104	-2.56909	0.104	4.10982	0.104	2.54743	0.104	-0.965247	0.104	-0.928728	0.104	-0.731003	0.104	-0.915898	0.104	-0.0496559
0.105	4.30787	0.105	0.196103	0.105	0.115499	0.105	-0.236854	0.105	0.0493714	0.105	-0.475046	0.105	0.0497004	0.105	-0.468466	0.105	0.292498	0.105	-0.241789	0.105	1.46306	0.105	1.80916	0.105	2.25166	0.105	-2.80531	0.105	4.00257	0.105	1.59597	0.105	-0.818844	0.105	-1.14027	0.105	-1.09454	0.105	-0.571112	0.105	-0.110849
0.106	3.78543	0.106	0.231634	0.106	0.178666	0.106	-0.341145	0.106	-0.0871613	0.106	-0.562229	0.106	-0.0795944	0.106	-0.652373	0.106	0.0467394	0.106	-0.462544	0.106	1.49728	0.106	1.61078	0.106	2.31614	0.106	-2.9925	0.106	3.68213	0.106	0.620835	0.106	-0.46715	0.106	-1.17942	0.106	-0.783642	0.106	-0.621448	0.106	-0.166778
0.107	2.27732	0.107	0.148728	0.107	0.162545	0.107	-0.353976	0.107	-0.140129	0.107	-0.546108	0.107	-0.235538	0.107	-0.698433	0.107	-0.150328	0.107	-0.666191	0.107	1.29955	0.107	1.38509	0.107	2.31285	0.107	-3.15272	0.107	3.3686	0.107	-0.24146	0.107	-0.24771	0.107	-0.861614	0.107	-0.845164	0.107	-0.647767	0.107	-0.216127
0.108	0.15136	0.108	0.0566093	0.108	0.22637	0.108	-0.338184	0.108	-0.224352	0.108	-0.64053	0.108	-0.331604	0.108	-0.886288	0.108	-0.335881	0.108	-0.884314	0.108	1.1798	0.108	1.23375	0.108	2.33917	0.108	-3.08693	0.108	2.95011	0.108	-0.988605	0.108	-0.0167565	0.108	-0.907015	0.108	-1.08665	0.108	-0.180267	0.108	-0.25758
0.109	-2.00553	0.109	0.0835868	0.109	0.273417	0.109	-0.373715	0.109	-0.289164	0.109	-0.592167	0.109	-0.447739	0.109	-0.956364	0.109	-0.471756	0.109	-1.03039	0.109	1.13768	0.109	0.972201	0.109	2.16382	0.109	-3.04021	0.109	2.33555	0.109	-1.77753	0.109	0.28197	0.109	-0.922807	0.109	-0.846151	0.109	-0.138155	0.109	-0.288835
0.11	-3.65378	0.11	0.012195	0.11	0.329675	0.11	-0.399048	0.11	-0.291796	0.11	-0.490508	0.11	-0.564861	0.11	-1.07447	0.11	-0.637569	0.11	-1.15837	0.11	0.890281	0.11	0.674132	0.11	1.84009	0.11	-2.85235	0.11	1.61242	0.11	-2.88723	0.11	0.628402	0.11	-0.447081	0.11	-0.664217	0.11	-0.042418	0.11	-0.309232
0.111	-4.35354	0.111	-0.0239943	0.111	0.356981	0.111	-0.413524	0.111	-0.37536	0.111	-0.505642	0.111	-0.584272	0.111	-1.00209	0.111	-0.824766	0.111	-1.2439	0.111	0.568854	0.111	0.427715	0.111	1.70783	0.111	-2.56383	0.111	1.1015	0.111	-3.67319	0.111	0.752761	0.111	-0.313509	0.111	-0.784629	0.111	0.359942	0.111	-0.317128
0.112	-3.98277	0.112	-0.0976891	0.112	0.330004	0.112	-0.309561	0.112	-0.401022	0.112	-0.461886	0.112	-0.717185	0.112	-1.06296	0.112	-0.9511	0.112	-1.34852	0.112	0.349414	0.112	0.188207	0.112	1.38739	0.112	-2.03941	0.112	0.166822	0.112	-4.06568	0.112	1.0357	0.112	-0.219746	0.112	-0.450042	0.112	0.40304	0.112	-0.313838
0.113	-2.64311	0.113	-0.138813	0.113	0.333623	0.113	-0.407602	0.113	-0.514196	0.113	-0.373715	0.113	-0.767521	0.113	-1.0146	0.113	-1.05375	0.113	-1.33865	0.113	0.0997075	0.113	-0.288835	0.113	0.993585	0.113	-1.67851	0.113	-0.652702	0.113	-4.40947	0.113	1.18736	0.113	0.18722	0.113	-0.133878	0.113	0.418503	0.113	-0.298376
0.114	-0.678035	0.114	-0.112494	0.114	0.315199	0.114	-0.381282	0.114	-0.519789	0.114	-0.344435	0.114	-0.787919	0.114	-0.823121	0.114	-1.13468	0.114	-1.21561	0.114	-0.223036	0.114	-0.581311	0.114	0.544179	0.114	-1.17712	0.114	-1.29424	0.114	-4.63023	0.114	1.24198	0.114	0.491869	0.114	-0.229616	0.114	0.775133	0.114	-0.271069
0.115	1.43674	0.115	-0.253303	0.115	0.303684	0.115	-0.239486	0.115	-0.522421	0.115	-0.247381	0.115	-0.765876	0.115	-0.762915	0.115	-1.1281	0.115	-1.19785	0.115	-0.488534	0.115	-0.782655	0.115	0.136884	0.115	-0.469124	0.115	-2.13153	0.115	-5.07864	0.115	1.54366	0.115	0.446468	0.115	0.071085	0.115	0.881727	0.115	-0.234222
0.116	3.1837	0.116	-0.219088	0.116	0.256638	0.116	-0.249684	0.116	-0.477019	0.116	-0.161843	0.116	-0.830359	0.116	-0.667178	0.116	-1.11066	0.116	-1.05737	0.116	-0.662572	0.116	-1.16791	0.116	-0.261857	0.116	0.0246968	0.116	-2.77537	0.116	-5.15398	0.116	1.54334	0.116	0.73039	0.116	0.495159	0.116	0.773159	0.116	-0.188492
0.117	4.09403	0.117	-0.202638	0.117	0.201367	0.117	-0.230932	0.117	-0.498733	0.117	0.0204199	0.117	-0.771469	0.117	-0.586904	0.117	-1.00538	0.117	-1.0067	0.117	-0.987947	0.117	-1.31694	0.117	-0.756994	0.117	0.632021	0.117	-3.25833	0.117	-4.80262	0.117	1.35548	0.117	0.998191	0.117	0.338886	0.117	0.939959	0.117	-0.135852
0.118	3.93019	0.118	-0.276991	0.118	0.290853	0.118	-0.16283	0.118	-0.465176	0.118	0.0348957	0.118	-0.576376	0.118	-0.331604	0.118	-0.989263	0.118	-0.748769	0.118	-1.15508	0.118	-1.52717	0.118	-1.00506	0.118	1.06004	0.118	-3.65641	0.118	-4.31209	0.118	1.33804	0.118	0.888307	0.118	0.580368	0.118	0.931405	0.118	-0.0769624
0.119	2.72936	0.119	-0.265476	0.119	0.156953	0.119	-0.045708	0.119	-0.276991	0.119	0.123066	0.119	-0.555649	0.119	-0.222049	0.119	-0.863259	0.119	-0.592496	0.119	-1.27911	0.119	-1.5196	0.119	-1.4821	0.119	1.70257	0.119	-4.10812	0.119	-3.92158	0.119	1.43707	0.119	1.15413	0.119	0.84488	0.119	0.625441	0.119	-0.0151115
0.12	0.830733	0.12	-0.318444	0.12	0.0628602	0.12	0.0931277	0.12	-0.281268	0.12	0.308619	0.12	-0.457938	0.12	-0.0299162	0.12	-0.786932	0.12	-0.36878	0.12	-1.3732	0.12	-1.72127	0.12	-1.75121	0.12	2.16448	0.12	-4.16076	0.12	-3.26096	0.12	1.07583	0.12	1.29593	0.12	0.786648	0.12	0.90048	0.12	0.0470684
0.121	-1.26463	0.121	-0.240802	0.121	0.0802969	0.121	0.0812839	0.121	-0.26745	0.121	0.289866	0.121	-0.320418	0.121	0.267824	0.121	-0.569138	0.121	-0.0318902	0.121	-1.51269	0.121	-1.68541	0.121	-2.00158	0.121	2.51091	0.121	-4.37888	0.121	-2.5862	0.121	0.933708	0.121	1.04984	0.121	0.936998	0.121	0.71065	0.121	0.108261
